Num of Spin	TotalWinAmount	Total CoinIn	Total CoinOut	PayBack	Win Standard Deviation	RTP Standard Deviation	Win Tier 0 Count	Win Tier 1 Count	Win Tier 2 Count	Win Tier 3 Count	Win Tier 4 Count	Win Tier 5 Count	Win Tier 6 Count	Win Tier 7 Count	Win Tier 8 Count	Win Tier 9 Count	Win Tier 10 Count	Win Tier 11 Count	Win Tier 12 Count	Win Tier 13 Count	Win Tier 14 Count	Win Tier 15 Count	Win Tier 16 Count	Win Tier 17 Count	Win Tier 18 Count	Win Tier 19 Count	Win Tier 20 Count	Win Tier 21 Count	Win Tier 22 Count	Win Tier 23 Count	Win Tier 24 Count	Win Tier 25 Count	Win Tier 0 TotalWin	Win Tier 1 TotalWin	Win Tier 2 TotalWin	Win Tier 3 TotalWin	Win Tier 4 TotalWin	Win Tier 5 TotalWin	Win Tier 6 TotalWin	Win Tier 7 TotalWin	Win Tier 8 TotalWin	Win Tier 9 TotalWin	Win Tier 10 TotalWin	Win Tier 11 TotalWin	Win Tier 12 TotalWin	Win Tier 13 TotalWin	Win Tier 14 TotalWin	Win Tier 15 TotalWin	Win Tier 16 TotalWin	Win Tier 17 TotalWin	Win Tier 18 TotalWin	Win Tier 19 TotalWin	Win Tier 20 TotalWin	Win Tier 21 TotalWin	Win Tier 22 TotalWin	Win Tier 23 TotalWin	Win Tier 24 TotalWin	Win Tier 25 TotalWin	Base 0 Total Max Pay	Base 1 Total Max Pay	Base 2 Total Max Pay	Base 3 Total Max Pay	Base 4 Total Max Pay	Base 5 Total Max Pay	Base 6 Total Max Pay	Base 7 Total Max Pay	Base 8 Total Max Pay	Base 9 Total Max Pay	Base 10 Total Max Pay	Base 11 Total Max Pay	Base 12 Total Max Pay	Base 13 Total Max Pay	Base 14 Total Max Pay	Base 15 Total Max Pay	Base 16 Total Max Pay	Base 17 Total Max Pay	Base 18 Total Max Pay	Base 19 Total Max Pay	Base 20 Total Max Pay	Base 21 Total Max Pay	Base 22 Total Max Pay	Base 23 Total Max Pay	Base 24 Total Max Pay	Base 25 Total Max Pay	Fs 0 Total Max Pay	Fs 1 Total Max Pay	Fs 2 Total Max Pay	Fs 3 Total Max Pay	Fs 4 Total Max Pay	Fs 5 Total Max Pay	Fs 6 Total Max Pay	Fs 7 Total Max Pay	Fs 8 Total Max Pay	Fs 9 Total Max Pay	Fs 10 Total Max Pay	Fs 11 Total Max Pay	Fs 12 Total Max Pay	Fs 13 Total Max Pay	Fs 14 Total Max Pay	Fs 15 Total Max Pay	Fs 16 Total Max Pay	Fs 17 Total Max Pay	Fs 18 Total Max Pay	Fs 19 Total Max Pay	Fs 20 Total Max Pay	Fs 21 Total Max Pay	Fs 22 Total Max Pay	Fs 23 Total Max Pay	Fs 24 Total Max Pay	Fs 25 Total Max Pay	Bonus 0 Total Max Pay	Bonus 1 Total Max Pay	Bonus 2 Total Max Pay	Bonus 3 Total Max Pay	Bonus 4 Total Max Pay	Bonus 5 Total Max Pay	Bonus 6 Total Max Pay	Bonus 7 Total Max Pay	Bonus 8 Total Max Pay	Bonus 9 Total Max Pay	Bonus 10 Total Max Pay	Bonus 11 Total Max Pay	Bonus 12 Total Max Pay	Bonus 13 Total Max Pay	Bonus 14 Total Max Pay	Bonus 15 Total Max Pay	Bonus 16 Total Max Pay	Bonus 17 Total Max Pay	Bonus 18 Total Max Pay	Bonus 19 Total Max Pay	Bonus 20 Total Max Pay	Bonus 21 Total Max Pay	Bonus 22 Total Max Pay	Bonus 23 Total Max Pay	Bonus 24 Total Max Pay	Bonus 25 Total Max Pay	Max Pay 0 Total Hit	Max Pay 1 Total Hit	Max Pay 2 Total Hit	Max Pay 3 Total Hit	Max Pay 4 Total Hit	Max Pay 5 Total Hit	Max Pay 6 Total Hit	Max Pay 7 Total Hit	Max Pay 8 Total Hit	Max Pay 9 Total Hit	Max Pay 10 Total Hit	Max Pay 11 Total Hit	Max Pay 12 Total Hit	Max Pay 13 Total Hit	Max Pay 14 Total Hit	Max Pay 15 Total Hit	Max Pay 16 Total Hit	Max Pay 17 Total Hit	Max Pay 18 Total Hit	Max Pay 19 Total Hit	Max Pay 20 Total Hit	Max Pay 21 Total Hit	Max Pay 22 Total Hit	Max Pay 23 Total Hit	Max Pay 24 Total Hit	Max Pay 25 Total Hit	Max Pay 0 Award	Max Pay 1 Award	Max Pay 2 Award	Max Pay 3 Award	Max Pay 4 Award	Max Pay 5 Award	Max Pay 6 Award	Max Pay 7 Award	Max Pay 8 Award	Max Pay 9 Award	Max Pay 10 Award	Max Pay 11 Award	Max Pay 12 Award	Max Pay 13 Award	Max Pay 14 Award	Max Pay 15 Award	Max Pay 16 Award	Max Pay 17 Award	Max Pay 18 Award	Max Pay 19 Award	Max Pay 20 Award	Max Pay 21 Award	Max Pay 22 Award	Max Pay 23 Award	Max Pay 24 Award	Max Pay 25 Award	Base 0 Total Pay	Base 1 Total Pay	Base 2 Total Pay	Base 3 Total Pay	Base 4 Total Pay	Base 5 Total Pay	Base 6 Total Pay	Base 7 Total Pay	Base 8 Total Pay	Base 9 Total Pay	Base 10 Total Pay	Base 11 Total Pay	Base 12 Total Pay	Base 13 Total Pay	Base 14 Total Pay	Base 15 Total Pay	Base 16 Total Pay	Base 17 Total Pay	Base 18 Total Pay	Base 19 Total Pay	Base 20 Total Pay	Base 21 Total Pay	Base 22 Total Pay	Base 23 Total Pay	Base 24 Total Pay	Base 25 Total Pay	Fs 0 Total Pay	Fs 1 Total Pay	Fs 2 Total Pay	Fs 3 Total Pay	Fs 4 Total Pay	Fs 5 Total Pay	Fs 6 Total Pay	Fs 7 Total Pay	Fs 8 Total Pay	Fs 9 Total Pay	Fs 10 Total Pay	Fs 11 Total Pay	Fs 12 Total Pay	Fs 13 Total Pay	Fs 14 Total Pay	Fs 15 Total Pay	Fs 16 Total Pay	Fs 17 Total Pay	Fs 18 Total Pay	Fs 19 Total Pay	Fs 20 Total Pay	Fs 21 Total Pay	Fs 22 Total Pay	Fs 23 Total Pay	Fs 24 Total Pay	Fs 25 Total Pay	Bonus 0 Total Pay	Bonus 1 Total Pay	Bonus 2 Total Pay	Bonus 3 Total Pay	Bonus 4 Total Pay	Bonus 5 Total Pay	Bonus 6 Total Pay	Bonus 7 Total Pay	Bonus 8 Total Pay	Bonus 9 Total Pay	Bonus 10 Total Pay	Bonus 11 Total Pay	Bonus 12 Total Pay	Bonus 13 Total Pay	Bonus 14 Total Pay	Bonus 15 Total Pay	Bonus 16 Total Pay	Bonus 17 Total Pay	Bonus 18 Total Pay	Bonus 19 Total Pay	Bonus 20 Total Pay	Bonus 21 Total Pay	Bonus 22 Total Pay	Bonus 23 Total Pay	Bonus 24 Total Pay	Bonus 25 Total Pay	Fs1 Total Entries	Fs1 Total Win	Fs1 Win StdDev	Fs1 RTP StdDev	
174000	0.0	174000000	1.6881016E8	0.9701733333333333	5626.067819142217	5.709104606004525	125774	31267	4248	2197	1815	1257	3692	2125	654	201	217	148	95	111	58	40	99	2	0	0	0	0	0	0	0	0	0	12275240	6776620	5774080	6641860	5919620	27270760	27914560	15392700	6984280	9750380	8141080	6174100	8261420	4918420	3808780	12320780	485480	0	0	0	0	0	0	0	0	0	726000	2564000	1626000	2828000	2335000	3110000	1380000	120000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125774	726	1282	542	707	467	311	69	6	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	12275240	6776620	5774080	6641860	5919620	27236920	26310180	10516720	830800	835140	58360	5900	2960	1060	1200	2200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33840	1604380	4875980	6153480	8915240	8082720	6168200	8258460	4917360	3807580	12318580	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1226	65621300	31239.47833019267	61.65940788454204	
175000	0.0	175000000	1.6942806E8	0.9681603428571428	5614.124144049934	5.696992571022806	126511	31459	4262	2205	1819	1261	3720	2135	655	201	219	148	95	111	58	40	99	2	0	0	0	0	0	0	0	0	0	12353980	6798740	5796120	6656560	5937940	27478600	28054840	15420440	6984280	9836500	8141080	6174100	8261420	4918420	3808780	12320780	485480	0	0	0	0	0	0	0	0	0	733000	2572000	1635000	2836000	2340000	3140000	1400000	120000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126511	733	1286	545	709	468	314	70	6	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	12353980	6798740	5796120	6656560	5937940	27444760	26436040	10517120	830800	835140	58360	5900	2960	1060	1200	2200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33840	1618800	4903320	6153480	9001360	8082720	6168200	8258460	4917360	3807580	12318580	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1230	65749180	31220.378737097424	61.58929998863536	
176000	0.0	176000000	1.7064664E8	0.9695831818181818	5622.361642979257	5.705352047938188	127224	31633	4292	2220	1833	1266	3746	2146	659	202	220	148	98	113	58	40	100	2	0	0	0	0	0	0	0	0	0	12424640	6847580	5835720	6707440	5961340	27673480	28208740	15506940	7023520	9881960	8141080	6363100	8408460	4918420	3808780	12449960	485480	0	0	0	0	0	0	0	0	0	740000	2592000	1647000	2856000	2345000	3160000	1440000	120000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127224	740	1296	549	714	469	316	72	6	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	12424640	6847580	5835720	6707440	5961340	27639640	26589940	10580640	830800	835140	58360	5900	3160	1060	1200	2200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33840	1618800	4926300	6192720	9046820	8082720	6357200	8405300	4917360	3807580	12447760	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1239	66321880	31210.442377426712	61.64801418153443	
177000	0.0	177000000	1.7158522E8	0.96940802259887	5617.757401429343	5.700785045552646	127962	31805	4307	2234	1844	1274	3767	2155	664	203	224	149	98	114	58	40	100	2	0	0	0	0	0	0	0	0	0	12493480	6870780	5871520	6747840	5998780	27834300	28326540	15620960	7056540	10066720	8192760	6363100	8479260	4918420	3808780	12449960	485480	0	0	0	0	0	0	0	0	0	746000	2602000	1653000	2876000	2360000	3180000	1440000	120000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127962	746	1301	551	719	472	318	72	6	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	12493480	6870780	5871520	6747840	5998780	27800460	26678460	10670340	830800	835140	58360	5900	3160	1060	1200	2200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33840	1648080	4950620	6225740	9231580	8134400	6357200	8476100	4917360	3807580	12447760	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1249	66715740	31147.73274934051	61.51861864937939	
178000	0.0	178000000	1.7253284E8	0.9692856179775281	5612.204342283516	5.6952921074135965	128696	31977	4333	2244	1849	1278	3791	2168	669	206	225	151	99	114	58	40	100	2	0	0	0	0	0	0	0	0	0	12567320	6914100	5897420	6765880	6018580	28011820	28491800	15729620	7155000	10114240	8298500	6426660	8479260	4918420	3808780	12449960	485480	0	0	0	0	0	0	0	0	0	751000	2622000	1659000	2884000	2375000	3180000	1440000	120000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128696	751	1311	553	721	475	318	72	6	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	12567320	6914100	5897420	6765880	6018580	27968340	26828400	10755460	861600	835240	58360	6160	3160	1060	1200	2200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	1663400	4974160	6293400	9279000	8240140	6420500	8476100	4917360	3807580	12447760	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1258	67048360	31102.357016613245	61.39411401546135	
179000	100.0	179000000	1.736957E8	0.9703670391061453	5619.979587969418	5.703137974815282	129423	32164	4352	2250	1856	1284	3817	2178	672	207	226	153	100	116	59	40	101	2	0	0	0	0	0	0	0	0	0	12639040	6946540	5913020	6792000	6046620	28205100	28626800	15795420	7190240	10158300	8407320	6493060	8629600	5000320	3808780	12558060	485480	0	0	0	0	0	0	0	0	0	756000	2640000	1662000	2896000	2385000	3210000	1460000	120000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129423	756	1320	554	724	477	321	73	6	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	12639040	6946540	5913020	6792000	6046620	28161620	26963400	10821260	861600	835340	58360	7160	3160	1060	1200	2200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	1663400	4974160	6328640	9322960	8348960	6485900	8626440	4999260	3807580	12555860	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1267	67642120	31059.776245629513	61.450229114626396	
180000	0.0	180000000	1.747352E8	0.9707511111111111	5632.8849849442095	5.715920833368583	130177	32321	4372	2265	1862	1290	3837	2192	675	208	227	154	100	116	59	40	103	2	0	0	0	0	0	0	0	0	0	12703180	6977660	5953980	6815040	6075820	28362240	28818700	15859120	7225980	10204220	8458120	6493060	8629600	5000320	3808780	12863900	485480	0	0	0	0	0	0	0	0	0	764000	2650000	1680000	2912000	2400000	3250000	1480000	120000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130177	764	1325	560	728	480	325	74	6	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	12703180	6977660	5953980	6815040	6075820	28318760	27135760	10884960	861920	835340	58360	7160	3160	1060	1200	2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	1682940	4974160	6364060	9368880	8399760	6485900	8626440	4999260	3807580	12861600	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1273	68099540	31258.028541971657	61.64346980268269	
181000	0.0	181000000	1.7576096E8	0.9710550276243094	5638.491117140904	5.721497176854597	130908	32482	4403	2276	1874	1299	3863	2202	677	211	228	155	100	117	59	40	104	2	0	0	0	0	0	0	0	0	0	12760940	7026940	5981520	6858200	6118420	28544180	28963000	15903380	7327540	10253380	8512820	6493060	8699700	5000320	3808780	13023300	485480	0	0	0	0	0	0	0	0	0	767000	2668000	1683000	2932000	2420000	3260000	1500000	120000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130908	767	1334	561	733	484	326	75	6	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	12760940	7026940	5981520	6858200	6118420	28500700	27280060	10906960	862120	835340	58360	7160	3160	1060	1200	2620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	1682940	4996420	6465420	9418040	8454460	6485900	8696540	4999260	3807580	13020680	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1281	68556200	31330.33343731791	61.69946366695712	
182000	0.0	182000000	1.7682704E8	0.9715771428571428	5642.591982967294	5.7256271648416845	131639	32662	4420	2288	1881	1309	3885	2212	682	211	228	156	101	118	62	40	104	2	0	0	0	0	0	0	0	0	0	12834260	7051380	6013820	6882600	6165740	28704180	29091320	16027420	7327540	10253380	8568840	6561800	8772040	5255160	3808780	13023300	485480	0	0	0	0	0	0	0	0	0	771000	2674000	1695000	2936000	2430000	3300000	1520000	120000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131639	771	1337	565	734	486	330	76	6	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	12834260	7051380	6013820	6882600	6165740	28660700	27408380	10978560	862120	835340	58360	7160	3160	1060	1200	2620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	1682940	5048860	6465420	9418040	8510480	6554640	8768880	5254100	3807580	13020680	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1289	69060580	31295.939416722653	61.732980106528224	
183000	0.0	183000000	1.776803E8	0.9709306010928962	5635.3439118672995	5.718374527535109	132358	32835	4451	2304	1887	1315	3914	2226	684	214	228	156	101	118	62	41	104	2	0	0	0	0	0	0	0	0	0	12898260	7100960	6056760	6905000	6193440	28923200	29281820	16073460	7427240	10253380	8568840	6561800	8772040	5255160	3900160	13023300	485480	0	0	0	0	0	0	0	0	0	774000	2688000	1713000	2944000	2435000	3320000	1540000	120000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132358	774	1344	571	736	487	332	77	6	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	12898260	7100960	6056760	6905000	6193440	28879720	27581780	11024600	862320	835340	58360	7160	3160	1060	1200	2620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	1700040	5048860	6564920	9418040	8510480	6554640	8768880	5254100	3898960	13020680	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1294	69268560	31285.261140125924	61.687664294778905	
184000	0.0	184000000	1.7868434E8	0.9711105434782609	5635.610807657753	5.71866810219368	133073	33026	4473	2315	1897	1322	3936	2236	689	217	230	156	101	119	62	41	105	2	0	0	0	0	0	0	0	0	0	12968900	7135460	6086880	6941880	6225040	29085560	29418420	16195880	7525340	10338880	8568840	6561800	8850900	5255160	3900160	13139760	485480	0	0	0	0	0	0	0	0	0	776000	2700000	1725000	2960000	2440000	3350000	1560000	120000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133073	776	1350	575	740	488	335	78	6	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	12968900	7135460	6086880	6941880	6225040	29042080	27707420	11048760	894320	835340	58360	7160	3960	1060	1200	2620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	1711000	5147120	6631020	9503540	8510480	6554640	8846940	5254100	3898960	13137140	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1305	69723900	31285.81380156274	61.5998025726053	
185000	0.0	185000000	1.7948602E8	0.9701947027027027	5628.549884288909	5.711554215893002	133812	33196	4494	2326	1910	1330	3955	2247	693	218	231	157	101	120	62	41	105	2	0	0	0	0	0	0	0	0	0	13039160	7170420	6114620	6987480	6262640	29220280	29564940	16287820	7559300	10386580	8627240	6561800	8923180	5255160	3900160	13139760	485480	0	0	0	0	0	0	0	0	0	783000	2718000	1725000	2972000	2450000	3350000	1560000	120000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133812	783	1359	575	743	490	335	78	6	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	13039160	7170420	6114620	6987480	6262640	29176800	27853940	11098060	894320	835340	58360	7160	3960	1060	1200	2620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	1711000	5189760	6664980	9551240	8568880	6554640	8919220	5254100	3898960	13137140	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1311	69978880	31248.953435338703	61.53798474832363	
186000	0.0	186000000	1.808071E8	0.9720811827956989	5650.441676891014	5.733448610556879	134532	33379	4518	2336	1922	1336	3976	2260	697	218	231	157	102	121	64	41	108	2	0	0	0	0	0	0	0	0	0	13110020	7205560	6141420	7032080	6292260	29373780	29743380	16377240	7559300	10386580	8627240	6627700	9000980	5426860	3900160	13517060	485480	0	0	0	0	0	0	0	0	0	786000	2724000	1734000	3000000	2475000	3380000	1560000	120000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134532	786	1362	578	750	495	338	78	6	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	13110020	7205560	6141420	7032080	6292260	29330300	28016760	11162080	894320	835340	58360	7160	3960	1060	1200	2620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	1726620	5215160	6664980	9551240	8568880	6620540	8997020	5425800	3898960	13514440	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1320	70712600	31399.00655637488	61.77951202997871	
187000	0.0	187000000	1.818714E8	0.9725743315508021	5650.17387831295	5.733268324923027	135262	33541	4545	2352	1935	1342	3994	2277	702	218	234	158	103	121	64	41	109	2	0	0	0	0	0	0	0	0	0	13171180	7249360	6184480	7081360	6319980	29501420	29969580	16498360	7559300	10524080	8687000	6688060	9000980	5426860	3900160	13623760	485480	0	0	0	0	0	0	0	0	0	790000	2742000	1752000	3032000	2475000	3380000	1580000	120000	120000	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	40000	99800	59600	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135262	790	1371	584	758	495	338	79	6	4	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	49900	60000	69800	80000	89960	99900	198920	245800	0	0	0	0	0	0	0	0	0	13171180	7249360	6184480	7081360	6319980	29457940	28242960	11256380	894320	878340	58360	7160	3960	1060	1200	2620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	1726620	5241980	6664980	9645740	8628640	6680900	8997020	5425800	3898960	13621140	485480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1326	71060740	31372.449978397588	61.783377286546376	
