Num of Spin	Line	BetPerLine	TotalCoinIn	FreeSpin TotalTimes	fsTimes	Symbol1	FreeSpin 2 Symbol1 Hit 	FreeSpin 3 Symbol1 Hit 	FreeSpin 4 Symbol1 Hit 	FreeSpin 5 Symbol1 Hit 	FreeSpin Symbol1 Total Hit 	FreeSpin 2 Symbol1 win 	FreeSpin 3 Symbol1 win 	FreeSpin 4 Symbol1 win 	FreeSpin 5 Symbol1 win 	FreeSpin Symbol1 Total Win Pay 	Symbol2	FreeSpin 2 Symbol2 Hit 	FreeSpin 3 Symbol2 Hit 	FreeSpin 4 Symbol2 Hit 	FreeSpin 5 Symbol2 Hit 	FreeSpin Symbol2 Total Hit 	FreeSpin 2 Symbol2 win 	FreeSpin 3 Symbol2 win 	FreeSpin 4 Symbol2 win 	FreeSpin 5 Symbol2 win 	FreeSpin Symbol2 Total Win Pay 	Symbol3	FreeSpin 2 Symbol3 Hit 	FreeSpin 3 Symbol3 Hit 	FreeSpin 4 Symbol3 Hit 	FreeSpin 5 Symbol3 Hit 	FreeSpin Symbol3 Total Hit 	FreeSpin 2 Symbol3 win 	FreeSpin 3 Symbol3 win 	FreeSpin 4 Symbol3 win 	FreeSpin 5 Symbol3 win 	FreeSpin Symbol3 Total Win Pay 	Symbol4	FreeSpin 2 Symbol4 Hit 	FreeSpin 3 Symbol4 Hit 	FreeSpin 4 Symbol4 Hit 	FreeSpin 5 Symbol4 Hit 	FreeSpin Symbol4 Total Hit 	FreeSpin 2 Symbol4 win 	FreeSpin 3 Symbol4 win 	FreeSpin 4 Symbol4 win 	FreeSpin 5 Symbol4 win 	FreeSpin Symbol4 Total Win Pay 	Symbol5	FreeSpin 2 Symbol5 Hit 	FreeSpin 3 Symbol5 Hit 	FreeSpin 4 Symbol5 Hit 	FreeSpin 5 Symbol5 Hit 	FreeSpin Symbol5 Total Hit 	FreeSpin 2 Symbol5 win 	FreeSpin 3 Symbol5 win 	FreeSpin 4 Symbol5 win 	FreeSpin 5 Symbol5 win 	FreeSpin Symbol5 Total Win Pay 	Symbol6	FreeSpin 2 Symbol6 Hit 	FreeSpin 3 Symbol6 Hit 	FreeSpin 4 Symbol6 Hit 	FreeSpin 5 Symbol6 Hit 	FreeSpin Symbol6 Total Hit 	FreeSpin 2 Symbol6 win 	FreeSpin 3 Symbol6 win 	FreeSpin 4 Symbol6 win 	FreeSpin 5 Symbol6 win 	FreeSpin Symbol6 Total Win Pay 	Symbol7	FreeSpin 2 Symbol7 Hit 	FreeSpin 3 Symbol7 Hit 	FreeSpin 4 Symbol7 Hit 	FreeSpin 5 Symbol7 Hit 	FreeSpin Symbol7 Total Hit 	FreeSpin 2 Symbol7 win 	FreeSpin 3 Symbol7 win 	FreeSpin 4 Symbol7 win 	FreeSpin 5 Symbol7 win 	FreeSpin Symbol7 Total Win Pay 	Symbol8	FreeSpin 2 Symbol8 Hit 	FreeSpin 3 Symbol8 Hit 	FreeSpin 4 Symbol8 Hit 	FreeSpin 5 Symbol8 Hit 	FreeSpin Symbol8 Total Hit 	FreeSpin 2 Symbol8 win 	FreeSpin 3 Symbol8 win 	FreeSpin 4 Symbol8 win 	FreeSpin 5 Symbol8 win 	FreeSpin Symbol8 Total Win Pay 	Symbol9	FreeSpin 2 Symbol9 Hit 	FreeSpin 3 Symbol9 Hit 	FreeSpin 4 Symbol9 Hit 	FreeSpin 5 Symbol9 Hit 	FreeSpin Symbol9 Total Hit 	FreeSpin 2 Symbol9 win 	FreeSpin 3 Symbol9 win 	FreeSpin 4 Symbol9 win 	FreeSpin 5 Symbol9 win 	FreeSpin Symbol9 Total Win Pay 	Symbol10	FreeSpin 2 Symbol10 Hit 	FreeSpin 3 Symbol10 Hit 	FreeSpin 4 Symbol10 Hit 	FreeSpin 5 Symbol10 Hit 	FreeSpin Symbol10 Total Hit 	FreeSpin 2 Symbol10 win 	FreeSpin 3 Symbol10 win 	FreeSpin 4 Symbol10 win 	FreeSpin 5 Symbol10 win 	FreeSpin Symbol10 Total Win Pay 	Symbol11	FreeSpin 2 Symbol11 Hit 	FreeSpin 3 Symbol11 Hit 	FreeSpin 4 Symbol11 Hit 	FreeSpin 5 Symbol11 Hit 	FreeSpin Symbol11 Total Hit 	FreeSpin 2 Symbol11 win 	FreeSpin 3 Symbol11 win 	FreeSpin 4 Symbol11 win 	FreeSpin 5 Symbol11 win 	FreeSpin Symbol11 Total Win Pay 	Symbol12	FreeSpin 2 Symbol12 Hit 	FreeSpin 3 Symbol12 Hit 	FreeSpin 4 Symbol12 Hit 	FreeSpin 5 Symbol12 Hit 	FreeSpin Symbol12 Total Hit 	FreeSpin 2 Symbol12 win 	FreeSpin 3 Symbol12 win 	FreeSpin 4 Symbol12 win 	FreeSpin 5 Symbol12 win 	FreeSpin Symbol12 Total Win Pay 	Symbol13	FreeSpin 2 Symbol13 Hit 	FreeSpin 3 Symbol13 Hit 	FreeSpin 4 Symbol13 Hit 	FreeSpin 5 Symbol13 Hit 	FreeSpin Symbol13 Total Hit 	FreeSpin 2 Symbol13 win 	FreeSpin 3 Symbol13 win 	FreeSpin 4 Symbol13 win 	FreeSpin 5 Symbol13 win 	FreeSpin Symbol13 Total Win Pay 	Symbol14	FreeSpin 2 Symbol14 Hit 	FreeSpin 3 Symbol14 Hit 	FreeSpin 4 Symbol14 Hit 	FreeSpin 5 Symbol14 Hit 	FreeSpin Symbol14 Total Hit 	FreeSpin 2 Symbol14 win 	FreeSpin 3 Symbol14 win 	FreeSpin 4 Symbol14 win 	FreeSpin 5 Symbol14 win 	FreeSpin Symbol14 Total Win Pay 	Symbol15	FreeSpin 2 Symbol15 Hit 	FreeSpin 3 Symbol15 Hit 	FreeSpin 4 Symbol15 Hit 	FreeSpin 5 Symbol15 Hit 	FreeSpin Symbol15 Total Hit 	FreeSpin 2 Symbol15 win 	FreeSpin 3 Symbol15 win 	FreeSpin 4 Symbol15 win 	FreeSpin 5 Symbol15 win 	FreeSpin Symbol15 Total Win Pay 	
877000	88	1	77176000	23424	23424	symbol1	0	575	37	3	615	0	485800	69000	10000	564800	symbol2	0	4495	656	60	5211	0	1928000	575000	99600	2602600	symbol3	0	3154	301	43	3498	0	1305900	247200	68400	1621500	symbol4	0	5384	432	55	5871	0	1143250	171900	49000	1364150	symbol5	0	4498	1072	155	5725	0	957400	442000	130000	1529400	symbol6	0	7621	795	245	8661	0	1272720	262480	170880	1706080	symbol7	0	8192	1131	305	9628	0	1022640	281700	160080	1464420	symbol8	0	8762	1375	245	10382	0	737540	227480	79680	1044700	symbol9	0	5462	1274	187	6923	0	228590	158070	46380	433040	symbol10	0	6859	1694	294	8847	0	286160	139680	47600	473440	symbol11	0	7181	862	263	8306	0	180942	36060	21800	238802	symbol12	0	381	0	0	381	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
878000	88	1	77264000	23456	23456	symbol1	0	575	37	3	615	0	485800	69000	10000	564800	symbol2	0	4500	656	60	5216	0	1929000	575000	99600	2603600	symbol3	0	3157	302	44	3503	0	1307100	248000	70000	1625100	symbol4	0	5387	432	55	5874	0	1144150	171900	49000	1365050	symbol5	0	4499	1072	155	5726	0	957500	442000	130000	1529500	symbol6	0	7623	795	245	8663	0	1273200	262480	170880	1706560	symbol7	0	8194	1132	305	9631	0	1023060	282120	160080	1465260	symbol8	0	8770	1377	245	10392	0	738220	228120	79680	1046020	symbol9	0	5464	1274	187	6925	0	228690	158070	46380	433140	symbol10	0	6861	1694	294	8849	0	286320	139680	47600	473600	symbol11	0	7181	862	263	8306	0	180942	36060	21800	238802	symbol12	0	382	0	0	382	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
879000	88	1	77352000	23464	23464	symbol1	0	575	37	3	615	0	485800	69000	10000	564800	symbol2	0	4500	656	60	5216	0	1929000	575000	99600	2603600	symbol3	0	3157	302	44	3503	0	1307100	248000	70000	1625100	symbol4	0	5390	432	55	5877	0	1144750	171900	49000	1365650	symbol5	0	4499	1072	155	5726	0	957500	442000	130000	1529500	symbol6	0	7623	795	245	8663	0	1273200	262480	170880	1706560	symbol7	0	8194	1132	305	9631	0	1023060	282120	160080	1465260	symbol8	0	8772	1378	245	10395	0	738340	228240	79680	1046260	symbol9	0	5464	1274	187	6925	0	228690	158070	46380	433140	symbol10	0	6868	1694	294	8856	0	286460	139680	47600	473740	symbol11	0	7183	862	263	8308	0	180990	36060	21800	238850	symbol12	0	382	0	0	382	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
880000	88	1	77440000	23512	23512	symbol1	0	575	37	3	615	0	485800	69000	10000	564800	symbol2	0	4516	657	60	5233	0	1936100	576000	99600	2611700	symbol3	0	3162	304	44	3510	0	1309100	249600	70000	1628700	symbol4	0	5409	433	55	5897	0	1149750	172500	49000	1371250	symbol5	0	4510	1073	155	5738	0	959200	442600	130000	1531800	symbol6	0	7643	795	246	8684	0	1277000	262480	171520	1711000	symbol7	0	8222	1132	306	9660	0	1026780	282120	160560	1469460	symbol8	0	8791	1380	245	10416	0	740180	228880	79680	1048740	symbol9	0	5482	1278	187	6947	0	229580	158460	46380	434420	symbol10	0	6882	1695	295	8872	0	287180	139740	47720	474640	symbol11	0	7188	864	264	8316	0	181086	36100	21840	239026	symbol12	0	383	0	0	383	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
881000	88	1	77528000	23544	23544	symbol1	0	575	37	3	615	0	485800	69000	10000	564800	symbol2	0	4522	658	60	5240	0	1937500	576800	99600	2613900	symbol3	0	3162	304	44	3510	0	1309100	249600	70000	1628700	symbol4	0	5418	433	55	5906	0	1151550	172500	49000	1373050	symbol5	0	4510	1073	155	5738	0	959200	442600	130000	1531800	symbol6	0	7652	795	247	8694	0	1279000	262480	172160	1713640	symbol7	0	8224	1132	306	9662	0	1026960	282120	160560	1469640	symbol8	0	8793	1380	245	10418	0	740260	228880	79680	1048820	symbol9	0	5489	1278	187	6954	0	229790	158460	46380	434630	symbol10	0	6885	1696	296	8877	0	287280	139860	47960	475100	symbol11	0	7192	864	264	8320	0	181146	36100	21840	239086	symbol12	0	384	0	0	384	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
882000	88	1	77616000	23560	23560	symbol1	0	575	37	3	615	0	485800	69000	10000	564800	symbol2	0	4527	658	60	5245	0	1938500	576800	99600	2614900	symbol3	0	3162	304	44	3510	0	1309100	249600	70000	1628700	symbol4	0	5424	435	55	5914	0	1152300	173100	49000	1374400	symbol5	0	4510	1075	155	5740	0	959200	443000	130000	1532200	symbol6	0	7652	795	247	8694	0	1279000	262480	172160	1713640	symbol7	0	8232	1133	306	9671	0	1027710	282360	160560	1470630	symbol8	0	8793	1380	245	10418	0	740260	228880	79680	1048820	symbol9	0	5489	1278	187	6954	0	229790	158460	46380	434630	symbol10	0	6885	1696	296	8877	0	287280	139860	47960	475100	symbol11	0	7192	864	264	8320	0	181146	36100	21840	239086	symbol12	0	384	0	0	384	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
883000	88	1	77704000	23584	23584	symbol1	0	577	37	3	617	0	488600	69000	10000	567600	symbol2	0	4540	659	60	5259	0	1944000	577200	99600	2620800	symbol3	0	3162	304	44	3510	0	1309100	249600	70000	1628700	symbol4	0	5432	435	55	5922	0	1153700	173100	49000	1375800	symbol5	0	4523	1078	155	5756	0	961850	444800	130000	1536650	symbol6	0	7672	795	247	8714	0	1282680	262480	172160	1717320	symbol7	0	8237	1133	306	9676	0	1028280	282360	160560	1471200	symbol8	0	8807	1380	245	10432	0	741060	228880	79680	1049620	symbol9	0	5500	1279	187	6966	0	230170	158610	46380	435160	symbol10	0	6890	1699	296	8885	0	287480	140100	47960	475540	symbol11	0	7220	870	264	8354	0	181872	36360	21840	240072	symbol12	0	384	0	0	384	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
884000	88	1	77792000	23608	23608	symbol1	0	577	37	3	617	0	488600	69000	10000	567600	symbol2	0	4543	659	60	5262	0	1945200	577200	99600	2622000	symbol3	0	3165	304	44	3513	0	1310000	249600	70000	1629600	symbol4	0	5440	435	55	5930	0	1155300	173100	49000	1377400	symbol5	0	4530	1083	157	5770	0	962800	446200	132400	1541400	symbol6	0	7672	795	247	8714	0	1282680	262480	172160	1717320	symbol7	0	8246	1133	306	9685	0	1029120	282360	160560	1472040	symbol8	0	8813	1383	246	10442	0	741500	229280	80000	1050780	symbol9	0	5500	1279	187	6966	0	230170	158610	46380	435160	symbol10	0	6903	1703	298	8904	0	287980	140580	48440	477000	symbol11	0	7227	870	265	8362	0	182010	36360	21940	240310	symbol12	0	384	0	0	384	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
885000	88	1	77880000	23672	23672	symbol1	0	582	37	3	622	0	492600	69000	10000	571600	symbol2	0	4555	659	60	5274	0	1950900	577200	99600	2627700	symbol3	0	3175	304	44	3523	0	1313800	249600	70000	1633400	symbol4	0	5457	435	55	5947	0	1158200	173100	49000	1380300	symbol5	0	4539	1085	157	5781	0	964850	446800	132400	1544050	symbol6	0	7709	795	247	8751	0	1289680	262480	172160	1724320	symbol7	0	8270	1137	306	9713	0	1032330	283680	160560	1476570	symbol8	0	8860	1390	247	10497	0	745620	230800	80640	1057060	symbol9	0	5514	1286	188	6988	0	230480	159240	46500	436220	symbol10	0	6937	1712	298	8947	0	289380	141440	48440	479260	symbol11	0	7247	870	265	8382	0	182424	36360	21940	240724	symbol12	0	385	0	0	385	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
886000	88	1	77968000	23696	23696	symbol1	0	582	37	3	622	0	492600	69000	10000	571600	symbol2	0	4561	660	60	5281	0	1953600	578200	99600	2631400	symbol3	0	3175	304	44	3523	0	1313800	249600	70000	1633400	symbol4	0	5459	437	55	5951	0	1158700	174100	49000	1381800	symbol5	0	4542	1085	157	5784	0	965600	446800	132400	1544800	symbol6	0	7714	795	247	8756	0	1290400	262480	172160	1725040	symbol7	0	8280	1137	306	9723	0	1033230	283680	160560	1477470	symbol8	0	8865	1391	247	10503	0	746020	230920	80640	1057580	symbol9	0	5517	1286	188	6991	0	230600	159240	46500	436340	symbol10	0	6940	1712	298	8950	0	289470	141440	48440	479350	symbol11	0	7255	873	266	8394	0	182616	36510	22000	241126	symbol12	0	385	0	0	385	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
887000	88	1	78056000	23712	23712	symbol1	0	583	38	3	624	0	493000	70000	10000	573000	symbol2	0	4577	660	60	5297	0	1959400	578200	99600	2637200	symbol3	0	3180	307	44	3531	0	1315300	250800	70000	1636100	symbol4	0	5459	437	55	5951	0	1158700	174100	49000	1381800	symbol5	0	4542	1085	157	5784	0	965600	446800	132400	1544800	symbol6	0	7715	795	247	8757	0	1290480	262480	172160	1725120	symbol7	0	8292	1139	306	9737	0	1034070	283920	160560	1478550	symbol8	0	8873	1393	247	10513	0	746540	231080	80640	1058260	symbol9	0	5527	1287	188	7002	0	230940	159300	46500	436740	symbol10	0	6940	1712	298	8950	0	289470	141440	48440	479350	symbol11	0	7261	874	266	8401	0	182688	36530	22000	241218	symbol12	0	385	0	0	385	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
888000	88	1	78144000	23736	23736	symbol1	0	583	38	3	624	0	493000	70000	10000	573000	symbol2	0	4583	660	60	5303	0	1960600	578200	99600	2638400	symbol3	0	3183	307	44	3534	0	1317100	250800	70000	1637900	symbol4	0	5462	437	55	5954	0	1159000	174100	49000	1382100	symbol5	0	4543	1086	157	5786	0	965700	447000	132400	1545100	symbol6	0	7727	796	247	8770	0	1292840	262720	172160	1727720	symbol7	0	8295	1139	306	9740	0	1034430	283920	160560	1478910	symbol8	0	8884	1393	247	10524	0	747480	231080	80640	1059200	symbol9	0	5531	1288	188	7007	0	231140	159360	46500	437000	symbol10	0	6942	1717	299	8958	0	289630	142040	48560	480230	symbol11	0	7272	877	266	8415	0	183060	36730	22000	241790	symbol12	0	386	0	0	386	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
889000	88	1	78232000	23768	23768	symbol1	0	588	38	3	629	0	495000	70000	10000	575000	symbol2	0	4593	667	62	5322	0	1964100	582800	104000	2650900	symbol3	0	3183	307	44	3534	0	1317100	250800	70000	1637900	symbol4	0	5471	438	55	5964	0	1161950	174600	49000	1385550	symbol5	0	4554	1086	157	5797	0	967800	447000	132400	1547200	symbol6	0	7732	798	247	8777	0	1294080	263520	172160	1729760	symbol7	0	8304	1139	307	9750	0	1036140	283920	160800	1480860	symbol8	0	8902	1395	248	10545	0	748880	231320	80800	1061000	symbol9	0	5541	1289	188	7018	0	231660	159600	46500	437760	symbol10	0	6964	1720	299	8983	0	290960	142400	48560	481920	symbol11	0	7287	880	267	8434	0	183432	36920	22160	242512	symbol12	0	387	0	0	387	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
890000	88	1	78320000	23784	23784	symbol1	0	588	38	3	629	0	495000	70000	10000	575000	symbol2	0	4593	667	62	5322	0	1964100	582800	104000	2650900	symbol3	0	3183	307	44	3534	0	1317100	250800	70000	1637900	symbol4	0	5471	438	55	5964	0	1161950	174600	49000	1385550	symbol5	0	4554	1086	157	5797	0	967800	447000	132400	1547200	symbol6	0	7739	798	248	8785	0	1295000	263520	172640	1731160	symbol7	0	8304	1139	307	9750	0	1036140	283920	160800	1480860	symbol8	0	8907	1395	248	10550	0	749140	231320	80800	1061260	symbol9	0	5550	1293	188	7031	0	231900	159960	46500	438360	symbol10	0	6964	1720	299	8983	0	290960	142400	48560	481920	symbol11	0	7287	880	267	8434	0	183432	36920	22160	242512	symbol12	0	387	0	0	387	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
891000	88	1	78408000	23784	23784	symbol1	0	588	38	3	629	0	495000	70000	10000	575000	symbol2	0	4593	667	62	5322	0	1964100	582800	104000	2650900	symbol3	0	3183	307	44	3534	0	1317100	250800	70000	1637900	symbol4	0	5471	438	55	5964	0	1161950	174600	49000	1385550	symbol5	0	4554	1086	157	5797	0	967800	447000	132400	1547200	symbol6	0	7739	798	248	8785	0	1295000	263520	172640	1731160	symbol7	0	8304	1139	307	9750	0	1036140	283920	160800	1480860	symbol8	0	8907	1395	248	10550	0	749140	231320	80800	1061260	symbol9	0	5550	1293	188	7031	0	231900	159960	46500	438360	symbol10	0	6964	1720	299	8983	0	290960	142400	48560	481920	symbol11	0	7287	880	267	8434	0	183432	36920	22160	242512	symbol12	0	387	0	0	387	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
892000	88	1	78496000	23800	23800	symbol1	0	596	38	3	637	0	498200	70000	10000	578200	symbol2	0	4598	667	62	5327	0	1965300	582800	104000	2652100	symbol3	0	3183	307	44	3534	0	1317100	250800	70000	1637900	symbol4	0	5471	438	55	5964	0	1161950	174600	49000	1385550	symbol5	0	4554	1086	157	5797	0	967800	447000	132400	1547200	symbol6	0	7748	800	249	8797	0	1296520	263840	172960	1733320	symbol7	0	8327	1144	307	9778	0	1039260	285060	160800	1485120	symbol8	0	8916	1398	248	10562	0	750500	232280	80800	1063580	symbol9	0	5559	1294	188	7041	0	232240	160200	46500	438940	symbol10	0	6969	1722	300	8991	0	291100	142600	48640	482340	symbol11	0	7302	880	267	8449	0	183708	36920	22160	242788	symbol12	0	387	0	0	387	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
893000	88	1	78584000	23832	23832	symbol1	0	596	38	3	637	0	498200	70000	10000	578200	symbol2	0	4610	667	62	5339	0	1972100	582800	104000	2658900	symbol3	0	3185	307	44	3536	0	1318700	250800	70000	1639500	symbol4	0	5481	438	55	5974	0	1164200	174600	49000	1387800	symbol5	0	4561	1088	157	5806	0	969750	447400	132400	1549550	symbol6	0	7762	800	249	8811	0	1298240	263840	172960	1735040	symbol7	0	8338	1145	307	9790	0	1040370	285300	160800	1486470	symbol8	0	8923	1398	248	10569	0	751520	232280	80800	1064600	symbol9	0	5571	1294	188	7053	0	232480	160200	46500	439180	symbol10	0	6982	1727	300	9009	0	291960	143080	48640	483680	symbol11	0	7319	882	267	8468	0	184026	37080	22160	243266	symbol12	0	388	0	0	388	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
894000	88	1	78672000	23856	23856	symbol1	0	596	38	3	637	0	498200	70000	10000	578200	symbol2	0	4610	667	62	5339	0	1972100	582800	104000	2658900	symbol3	0	3185	309	45	3539	0	1318700	253200	72400	1644300	symbol4	0	5487	440	56	5983	0	1165900	175400	49800	1391100	symbol5	0	4563	1090	157	5810	0	970050	448000	132400	1550450	symbol6	0	7765	801	249	8815	0	1298600	264080	172960	1735640	symbol7	0	8364	1148	308	9820	0	1043550	286380	161520	1491450	symbol8	0	8934	1403	250	10587	0	752360	233360	81520	1067240	symbol9	0	5572	1295	188	7055	0	232510	160290	46500	439300	symbol10	0	6998	1733	300	9031	0	292620	143620	48640	484880	symbol11	0	7323	882	267	8472	0	184074	37080	22160	243314	symbol12	0	388	0	0	388	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
895000	88	1	78760000	23872	23872	symbol1	0	596	38	3	637	0	498200	70000	10000	578200	symbol2	0	4610	667	62	5339	0	1972100	582800	104000	2658900	symbol3	0	3185	309	45	3539	0	1318700	253200	72400	1644300	symbol4	0	5498	440	56	5994	0	1168400	175400	49800	1393600	symbol5	0	4563	1090	157	5810	0	970050	448000	132400	1550450	symbol6	0	7769	801	249	8819	0	1299240	264080	172960	1736280	symbol7	0	8371	1150	308	9829	0	1044420	286620	161520	1492560	symbol8	0	8937	1404	250	10591	0	752540	233480	81520	1067540	symbol9	0	5575	1296	189	7060	0	232600	160380	46680	439660	symbol10	0	6998	1733	300	9031	0	292620	143620	48640	484880	symbol11	0	7329	882	267	8478	0	184206	37080	22160	243446	symbol12	0	388	0	0	388	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
896000	88	1	78848000	23896	23896	symbol1	0	596	38	3	637	0	498200	70000	10000	578200	symbol2	0	4610	667	62	5339	0	1972100	582800	104000	2658900	symbol3	0	3185	309	45	3539	0	1318700	253200	72400	1644300	symbol4	0	5506	440	56	6002	0	1170400	175400	49800	1395600	symbol5	0	4565	1091	157	5813	0	970250	448200	132400	1550850	symbol6	0	7774	802	251	8827	0	1300200	264480	174080	1738760	symbol7	0	8383	1151	308	9842	0	1045560	286920	161520	1494000	symbol8	0	8939	1404	250	10593	0	752620	233480	81520	1067620	symbol9	0	5586	1296	189	7071	0	232870	160380	46680	439930	symbol10	0	7003	1734	300	9037	0	292780	143660	48640	485080	symbol11	0	7336	882	267	8485	0	184356	37080	22160	243596	symbol12	0	388	0	0	388	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
897000	88	1	78936000	23912	23912	symbol1	0	596	38	3	637	0	498200	70000	10000	578200	symbol2	0	4613	667	62	5342	0	1972700	582800	104000	2659500	symbol3	0	3185	309	45	3539	0	1318700	253200	72400	1644300	symbol4	0	5506	440	56	6002	0	1170400	175400	49800	1395600	symbol5	0	4568	1091	157	5816	0	970850	448200	132400	1551450	symbol6	0	7782	802	251	8835	0	1301240	264480	174080	1739800	symbol7	0	8386	1151	308	9845	0	1045920	286920	161520	1494360	symbol8	0	8953	1404	250	10607	0	753480	233480	81520	1068480	symbol9	0	5586	1296	189	7071	0	232870	160380	46680	439930	symbol10	0	7009	1735	300	9044	0	293010	143740	48640	485390	symbol11	0	7341	884	268	8493	0	184416	37120	22200	243736	symbol12	0	388	0	0	388	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
898000	88	1	79024000	23944	23944	symbol1	0	596	38	3	637	0	498200	70000	10000	578200	symbol2	0	4619	668	62	5349	0	1974000	583400	104000	2661400	symbol3	0	3203	309	45	3557	0	1325500	253200	72400	1651100	symbol4	0	5531	440	56	6027	0	1175200	175400	49800	1400400	symbol5	0	4572	1091	157	5820	0	971650	448200	132400	1552250	symbol6	0	7789	803	251	8843	0	1302720	264880	174080	1741680	symbol7	0	8403	1152	308	9863	0	1047360	287220	161520	1496100	symbol8	0	8953	1404	250	10607	0	753480	233480	81520	1068480	symbol9	0	5591	1296	189	7076	0	233030	160380	46680	440090	symbol10	0	7019	1739	300	9058	0	293510	144140	48640	486290	symbol11	0	7350	886	268	8504	0	184560	37180	22200	243940	symbol12	0	388	0	0	388	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
899000	88	1	79112000	23960	23960	symbol1	0	596	38	3	637	0	498200	70000	10000	578200	symbol2	0	4624	673	62	5359	0	1976000	586400	104000	2666400	symbol3	0	3203	309	45	3557	0	1325500	253200	72400	1651100	symbol4	0	5549	441	56	6046	0	1178400	175900	49800	1404100	symbol5	0	4576	1093	157	5826	0	972650	449000	132400	1554050	symbol6	0	7793	805	251	8849	0	1303640	265760	174080	1743480	symbol7	0	8414	1152	308	9874	0	1048260	287220	161520	1497000	symbol8	0	8954	1404	250	10608	0	753560	233480	81520	1068560	symbol9	0	5591	1299	189	7079	0	233030	160650	46680	440360	symbol10	0	7022	1740	301	9063	0	293690	144260	48880	486830	symbol11	0	7350	887	268	8505	0	184560	37210	22200	243970	symbol12	0	388	0	0	388	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
