Num of Spin	Win Tier 0 FsType1 fsEntries	Win Tier 1 FsType1 fsEntries	Win Tier 2 FsType1 fsEntries	Win Tier 3 FsType1 fsEntries	Win Tier 4 FsType1 fsEntries	Win Tier 5 FsType1 fsEntries	Win Tier 6 FsType1 fsEntries	Win Tier 7 FsType1 fsEntries	Win Tier 8 FsType1 fsEntries	Win Tier 9 FsType1 fsEntries	Win Tier 10 FsType1 fsEntries	Win Tier 11 FsType1 fsEntries	Win Tier 12 FsType1 fsEntries	Win Tier 13 FsType1 fsEntries	Win Tier 14 FsType1 fsEntries	Win Tier 15 FsType1 fsEntries	Win Tier 16 FsType1 fsEntries	Win Tier 17 FsType1 fsEntries	Win Tier 18 FsType1 fsEntries	Win Tier 19 FsType1 fsEntries	Win Tier 20 FsType1 fsEntries	Win Tier 21 FsType1 fsEntries	Win Tier 22 FsType1 fsEntries	Win Tier 23 FsType1 fsEntries	Win Tier 24 FsType1 fsEntries	Win Tier 25 FsType1 fsEntries	Win Tier 0 FsType1 FreeSpins#	Win Tier 1 FsType1 FreeSpins#	Win Tier 2 FsType1 FreeSpins#	Win Tier 3 FsType1 FreeSpins#	Win Tier 4 FsType1 FreeSpins#	Win Tier 5 FsType1 FreeSpins#	Win Tier 6 FsType1 FreeSpins#	Win Tier 7 FsType1 FreeSpins#	Win Tier 8 FsType1 FreeSpins#	Win Tier 9 FsType1 FreeSpins#	Win Tier 10 FsType1 FreeSpins#	Win Tier 11 FsType1 FreeSpins#	Win Tier 12 FsType1 FreeSpins#	Win Tier 13 FsType1 FreeSpins#	Win Tier 14 FsType1 FreeSpins#	Win Tier 15 FsType1 FreeSpins#	Win Tier 16 FsType1 FreeSpins#	Win Tier 17 FsType1 FreeSpins#	Win Tier 18 FsType1 FreeSpins#	Win Tier 19 FsType1 FreeSpins#	Win Tier 20 FsType1 FreeSpins#	Win Tier 21 FsType1 FreeSpins#	Win Tier 22 FsType1 FreeSpins#	Win Tier 23 FsType1 FreeSpins#	Win Tier 24 FsType1 FreeSpins#	Win Tier 25 FsType1 FreeSpins#	Win Tier 0 FsType1 Hits#	Win Tier 1 FsType1 Hits#	Win Tier 2 FsType1 Hits#	Win Tier 3 FsType1 Hits#	Win Tier 4 FsType1 Hits#	Win Tier 5 FsType1 Hits#	Win Tier 6 FsType1 Hits#	Win Tier 7 FsType1 Hits#	Win Tier 8 FsType1 Hits#	Win Tier 9 FsType1 Hits#	Win Tier 10 FsType1 Hits#	Win Tier 11 FsType1 Hits#	Win Tier 12 FsType1 Hits#	Win Tier 13 FsType1 Hits#	Win Tier 14 FsType1 Hits#	Win Tier 15 FsType1 Hits#	Win Tier 16 FsType1 Hits#	Win Tier 17 FsType1 Hits#	Win Tier 18 FsType1 Hits#	Win Tier 19 FsType1 Hits#	Win Tier 20 FsType1 Hits#	Win Tier 21 FsType1 Hits#	Win Tier 22 FsType1 Hits#	Win Tier 23 FsType1 Hits#	Win Tier 24 FsType1 Hits#	Win Tier 25 FsType1 Hits#	Win Tier 0 FsType1 FsTotalPay	Win Tier 1 FsType1 FsTotalPay	Win Tier 2 FsType1 FsTotalPay	Win Tier 3 FsType1 FsTotalPay	Win Tier 4 FsType1 FsTotalPay	Win Tier 5 FsType1 FsTotalPay	Win Tier 6 FsType1 FsTotalPay	Win Tier 7 FsType1 FsTotalPay	Win Tier 8 FsType1 FsTotalPay	Win Tier 9 FsType1 FsTotalPay	Win Tier 10 FsType1 FsTotalPay	Win Tier 11 FsType1 FsTotalPay	Win Tier 12 FsType1 FsTotalPay	Win Tier 13 FsType1 FsTotalPay	Win Tier 14 FsType1 FsTotalPay	Win Tier 15 FsType1 FsTotalPay	Win Tier 16 FsType1 FsTotalPay	Win Tier 17 FsType1 FsTotalPay	Win Tier 18 FsType1 FsTotalPay	Win Tier 19 FsType1 FsTotalPay	Win Tier 20 FsType1 FsTotalPay	Win Tier 21 FsType1 FsTotalPay	Win Tier 22 FsType1 FsTotalPay	Win Tier 23 FsType1 FsTotalPay	Win Tier 24 FsType1 FsTotalPay	Win Tier 25 FsType1 FsTotalPay	Win Tier 0 FsType1 FsMax	Win Tier 1 FsType1 FsMax	Win Tier 2 FsType1 FsMax	Win Tier 3 FsType1 FsMax	Win Tier 4 FsType1 FsMax	Win Tier 5 FsType1 FsMax	Win Tier 6 FsType1 FsMax	Win Tier 7 FsType1 FsMax	Win Tier 8 FsType1 FsMax	Win Tier 9 FsType1 FsMax	Win Tier 10 FsType1 FsMax	Win Tier 11 FsType1 FsMax	Win Tier 12 FsType1 FsMax	Win Tier 13 FsType1 FsMax	Win Tier 14 FsType1 FsMax	Win Tier 15 FsType1 FsMax	Win Tier 16 FsType1 FsMax	Win Tier 17 FsType1 FsMax	Win Tier 18 FsType1 FsMax	Win Tier 19 FsType1 FsMax	Win Tier 20 FsType1 FsMax	Win Tier 21 FsType1 FsMax	Win Tier 22 FsType1 FsMax	Win Tier 23 FsType1 FsMax	Win Tier 24 FsType1 FsMax	Win Tier 25 FsType1 FsMax	Win Tier 0 BonusType1 BonusEntries	Win Tier 1 BonusType1 BonusEntries	Win Tier 2 BonusType1 BonusEntries	Win Tier 3 BonusType1 BonusEntries	Win Tier 4 BonusType1 BonusEntries	Win Tier 5 BonusType1 BonusEntries	Win Tier 6 BonusType1 BonusEntries	Win Tier 7 BonusType1 BonusEntries	Win Tier 8 BonusType1 BonusEntries	Win Tier 9 BonusType1 BonusEntries	Win Tier 10 BonusType1 BonusEntries	Win Tier 11 BonusType1 BonusEntries	Win Tier 12 BonusType1 BonusEntries	Win Tier 13 BonusType1 BonusEntries	Win Tier 14 BonusType1 BonusEntries	Win Tier 15 BonusType1 BonusEntries	Win Tier 16 BonusType1 BonusEntries	Win Tier 17 BonusType1 BonusEntries	Win Tier 18 BonusType1 BonusEntries	Win Tier 19 BonusType1 BonusEntries	Win Tier 20 BonusType1 BonusEntries	Win Tier 21 BonusType1 BonusEntries	Win Tier 22 BonusType1 BonusEntries	Win Tier 23 BonusType1 BonusEntries	Win Tier 24 BonusType1 BonusEntries	Win Tier 25 BonusType1 BonusEntries	Win Tier 0 BonusType1 PickBonus#	Win Tier 1 BonusType1 PickBonus#	Win Tier 2 BonusType1 PickBonus#	Win Tier 3 BonusType1 PickBonus#	Win Tier 4 BonusType1 PickBonus#	Win Tier 5 BonusType1 PickBonus#	Win Tier 6 BonusType1 PickBonus#	Win Tier 7 BonusType1 PickBonus#	Win Tier 8 BonusType1 PickBonus#	Win Tier 9 BonusType1 PickBonus#	Win Tier 10 BonusType1 PickBonus#	Win Tier 11 BonusType1 PickBonus#	Win Tier 12 BonusType1 PickBonus#	Win Tier 13 BonusType1 PickBonus#	Win Tier 14 BonusType1 PickBonus#	Win Tier 15 BonusType1 PickBonus#	Win Tier 16 BonusType1 PickBonus#	Win Tier 17 BonusType1 PickBonus#	Win Tier 18 BonusType1 PickBonus#	Win Tier 19 BonusType1 PickBonus#	Win Tier 20 BonusType1 PickBonus#	Win Tier 21 BonusType1 PickBonus#	Win Tier 22 BonusType1 PickBonus#	Win Tier 23 BonusType1 PickBonus#	Win Tier 24 BonusType1 PickBonus#	Win Tier 25 BonusType1 PickBonus#	Win Tier 0 BonusType1 Hits#	Win Tier 1 BonusType1 Hits#	Win Tier 2 BonusType1 Hits#	Win Tier 3 BonusType1 Hits#	Win Tier 4 BonusType1 Hits#	Win Tier 5 BonusType1 Hits#	Win Tier 6 BonusType1 Hits#	Win Tier 7 BonusType1 Hits#	Win Tier 8 BonusType1 Hits#	Win Tier 9 BonusType1 Hits#	Win Tier 10 BonusType1 Hits#	Win Tier 11 BonusType1 Hits#	Win Tier 12 BonusType1 Hits#	Win Tier 13 BonusType1 Hits#	Win Tier 14 BonusType1 Hits#	Win Tier 15 BonusType1 Hits#	Win Tier 16 BonusType1 Hits#	Win Tier 17 BonusType1 Hits#	Win Tier 18 BonusType1 Hits#	Win Tier 19 BonusType1 Hits#	Win Tier 20 BonusType1 Hits#	Win Tier 21 BonusType1 Hits#	Win Tier 22 BonusType1 Hits#	Win Tier 23 BonusType1 Hits#	Win Tier 24 BonusType1 Hits#	Win Tier 25 BonusType1 Hits#	Win Tier 0 BonusType1 BonusTotalPay#	Win Tier 1 BonusType1 BonusTotalPay#	Win Tier 2 BonusType1 BonusTotalPay#	Win Tier 3 BonusType1 BonusTotalPay#	Win Tier 4 BonusType1 BonusTotalPay#	Win Tier 5 BonusType1 BonusTotalPay#	Win Tier 6 BonusType1 BonusTotalPay#	Win Tier 7 BonusType1 BonusTotalPay#	Win Tier 8 BonusType1 BonusTotalPay#	Win Tier 9 BonusType1 BonusTotalPay#	Win Tier 10 BonusType1 BonusTotalPay#	Win Tier 11 BonusType1 BonusTotalPay#	Win Tier 12 BonusType1 BonusTotalPay#	Win Tier 13 BonusType1 BonusTotalPay#	Win Tier 14 BonusType1 BonusTotalPay#	Win Tier 15 BonusType1 BonusTotalPay#	Win Tier 16 BonusType1 BonusTotalPay#	Win Tier 17 BonusType1 BonusTotalPay#	Win Tier 18 BonusType1 BonusTotalPay#	Win Tier 19 BonusType1 BonusTotalPay#	Win Tier 20 BonusType1 BonusTotalPay#	Win Tier 21 BonusType1 BonusTotalPay#	Win Tier 22 BonusType1 BonusTotalPay#	Win Tier 23 BonusType1 BonusTotalPay#	Win Tier 24 BonusType1 BonusTotalPay#	Win Tier 25 BonusType1 BonusTotalPay#	Win Tier 0 BonusType1 BonusMax	Win Tier 1 BonusType1 BonusMax	Win Tier 2 BonusType1 BonusMax	Win Tier 3 BonusType1 BonusMax	Win Tier 4 BonusType1 BonusMax	Win Tier 5 BonusType1 BonusMax	Win Tier 6 BonusType1 BonusMax	Win Tier 7 BonusType1 BonusMax	Win Tier 8 BonusType1 BonusMax	Win Tier 9 BonusType1 BonusMax	Win Tier 10 BonusType1 BonusMax	Win Tier 11 BonusType1 BonusMax	Win Tier 12 BonusType1 BonusMax	Win Tier 13 BonusType1 BonusMax	Win Tier 14 BonusType1 BonusMax	Win Tier 15 BonusType1 BonusMax	Win Tier 16 BonusType1 BonusMax	Win Tier 17 BonusType1 BonusMax	Win Tier 18 BonusType1 BonusMax	Win Tier 19 BonusType1 BonusMax	Win Tier 20 BonusType1 BonusMax	Win Tier 21 BonusType1 BonusMax	Win Tier 22 BonusType1 BonusMax	Win Tier 23 BonusType1 BonusMax	Win Tier 24 BonusType1 BonusMax	Win Tier 25 BonusType1 BonusMax	
446000	4	5	9	13	9	17	66	179	152	158	124	85	76	64	56	34	162	24	8	3	0	0	0	1	0	0	32	40	72	104	72	136	528	1456	1256	1304	1040	720	648	576	496	352	1904	432	128	72	0	0	0	72	0	0	32	5	10	23	18	28	142	525	506	599	517	379	339	311	295	186	1018	227	79	38	0	0	0	27	0	0	0	268	1216	3060	2748	6622	43416	235324	329718	485598	495184	411340	431018	419070	416292	283042	1911988	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6100	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	146	309	173	224	42	136	71	57	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	309	173	224	42	136	71	57	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	309	173	224	42	136	71	57	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385440	1006016	689128	1115752	233200	903584	547536	495440	1071576	52800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
447000	4	5	9	14	9	17	66	179	153	158	125	85	77	64	56	34	162	24	8	3	0	0	0	1	0	0	32	40	72	112	72	136	528	1456	1264	1304	1048	720	664	576	496	352	1904	432	128	72	0	0	0	72	0	0	32	5	10	24	18	28	142	525	509	599	523	379	344	311	295	186	1018	227	79	38	0	0	0	27	0	0	0	268	1216	3300	2748	6622	43416	235324	332326	485598	498834	411340	436958	419070	416292	283042	1911988	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6100	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	146	309	173	224	43	137	71	57	92	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	309	173	224	43	137	71	57	92	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	309	173	224	43	137	71	57	92	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385440	1006016	689128	1115752	238480	910184	547536	495440	1083896	52800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
448000	4	5	9	14	9	17	66	179	153	158	125	86	77	64	57	34	162	24	8	3	0	0	0	1	0	0	32	40	72	112	72	136	528	1456	1264	1304	1048	728	664	576	504	352	1904	432	128	72	0	0	0	72	0	0	32	5	10	24	18	28	142	525	509	599	523	384	344	311	299	186	1018	227	79	38	0	0	0	27	0	0	0	268	1216	3300	2748	6622	43416	235324	332326	485598	498834	416252	436958	419070	423602	283042	1911988	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6100	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	147	311	174	225	43	137	71	57	92	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	311	174	225	43	137	71	57	92	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	311	174	225	43	137	71	57	92	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388080	1013056	693088	1120504	238480	910184	547536	495440	1083896	52800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
449000	4	5	9	15	9	17	66	179	154	158	126	86	77	64	57	34	162	24	8	3	0	0	0	1	0	0	32	40	72	120	72	136	528	1456	1272	1304	1056	728	664	576	504	352	1904	432	128	72	0	0	0	72	0	0	32	5	10	25	18	28	142	525	511	599	527	384	344	311	299	186	1018	227	79	38	0	0	0	27	0	0	0	268	1216	3500	2748	6622	43416	235324	334708	485598	502908	416252	436958	419070	423602	283042	1911988	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6100	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	147	311	174	226	43	137	71	57	93	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	311	174	226	43	137	71	57	93	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	311	174	226	43	137	71	57	93	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388080	1013056	693088	1125256	238480	910184	547536	495440	1093752	72512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	19712	0	0	0	0	0	0	0	0	
450000	4	5	9	15	9	17	66	179	154	158	126	86	78	64	57	34	162	24	8	3	0	0	0	1	0	0	32	40	72	120	72	136	528	1456	1272	1304	1056	728	672	576	504	352	1904	432	128	72	0	0	0	72	0	0	32	5	10	25	18	28	142	525	511	599	527	384	348	311	299	186	1018	227	79	38	0	0	0	27	0	0	0	268	1216	3500	2748	6622	43416	235324	334708	485598	502908	416252	443092	419070	423602	283042	1911988	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6134	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	148	312	174	226	43	138	71	57	93	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	312	174	226	43	138	71	57	93	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	312	174	226	43	138	71	57	93	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390720	1016576	693088	1125256	238480	916520	547536	495440	1093752	72512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	19712	0	0	0	0	0	0	0	0	
451000	4	5	9	15	9	17	66	181	154	158	127	86	78	64	57	34	163	24	8	3	0	0	0	1	0	0	32	40	72	120	72	136	528	1472	1272	1304	1064	728	672	576	504	352	1920	432	128	72	0	0	0	72	0	0	32	5	10	25	18	28	142	531	511	599	531	384	348	311	299	186	1026	227	79	38	0	0	0	27	0	0	0	268	1216	3500	2748	6622	43416	237848	334708	485598	506698	416252	443092	419070	423602	283042	1922322	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6134	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	149	312	174	227	43	139	71	57	93	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	312	174	227	43	139	71	57	93	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	312	174	227	43	139	71	57	93	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393360	1016576	693088	1130536	238480	923560	547536	495440	1093752	72512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	19712	0	0	0	0	0	0	0	0	
452000	4	5	9	15	9	17	66	181	155	160	127	86	78	64	57	34	163	24	8	3	0	0	0	1	0	0	32	40	72	120	72	136	528	1472	1280	1320	1064	728	672	576	504	352	1920	432	128	72	0	0	0	72	0	0	32	5	10	25	18	28	142	531	515	605	531	384	348	311	299	186	1026	227	79	38	0	0	0	27	0	0	0	268	1216	3500	2748	6622	43416	237848	336818	492332	506698	416252	443092	419070	423602	283042	1922322	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6134	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	149	312	174	227	43	139	71	57	93	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	312	174	227	43	139	71	57	93	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	312	174	227	43	139	71	57	93	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393360	1016576	693088	1130536	238480	923560	547536	495440	1093752	72512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	19712	0	0	0	0	0	0	0	0	
453000	4	5	9	15	9	17	66	182	155	161	128	86	79	64	57	35	163	24	8	3	0	0	0	1	0	0	32	40	72	120	72	136	528	1480	1280	1328	1072	728	680	576	504	360	1920	432	128	72	0	0	0	72	0	0	32	5	10	25	18	28	142	534	515	609	535	384	353	311	299	192	1026	227	79	38	0	0	0	27	0	0	0	268	1216	3500	2748	6622	43416	239348	336818	494486	510280	416252	448448	419070	423602	291792	1922322	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6134	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	150	313	174	227	43	139	71	57	93	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	313	174	227	43	139	71	57	93	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	313	174	227	43	139	71	57	93	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396000	1020096	693088	1130536	238480	923560	547536	495440	1093752	72512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	19712	0	0	0	0	0	0	0	0	
454000	4	5	9	15	9	17	66	182	155	162	128	87	79	64	57	35	163	24	8	3	0	0	0	1	0	0	32	40	72	120	72	136	528	1480	1280	1336	1072	736	680	576	504	360	1920	432	128	72	0	0	0	72	0	0	32	5	10	25	18	28	142	534	515	613	535	389	353	311	299	192	1026	227	79	38	0	0	0	27	0	0	0	268	1216	3500	2748	6622	43416	239348	336818	497726	510280	420662	448448	419070	423602	291792	1922322	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6134	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	150	313	174	227	43	139	71	57	94	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	313	174	227	43	139	71	57	94	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	313	174	227	43	139	71	57	94	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396000	1020096	693088	1130536	238480	923560	547536	495440	1104312	72512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	19712	0	0	0	0	0	0	0	0	
455000	4	5	9	15	9	17	66	182	155	162	128	87	79	64	57	35	163	24	8	3	0	0	0	1	0	0	32	40	72	120	72	136	528	1480	1280	1336	1072	736	680	576	504	360	1920	432	128	72	0	0	0	72	0	0	32	5	10	25	18	28	142	534	515	613	535	389	353	311	299	192	1026	227	79	38	0	0	0	27	0	0	0	268	1216	3500	2748	6622	43416	239348	336818	497726	510280	420662	448448	419070	423602	291792	1922322	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6134	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	150	314	175	229	43	140	72	57	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	314	175	229	43	140	72	57	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	314	175	229	43	140	72	57	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396000	1023264	697048	1141096	238480	929896	554136	495440	1118392	72512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	19712	0	0	0	0	0	0	0	0	
456000	4	5	9	15	9	17	66	183	155	162	129	87	81	64	58	35	163	24	8	3	0	0	0	1	0	0	32	40	72	120	72	136	528	1488	1280	1336	1080	736	696	576	512	360	1920	432	128	72	0	0	0	72	0	0	32	5	10	25	18	28	142	537	515	613	539	389	361	311	305	192	1026	227	79	38	0	0	0	27	0	0	0	268	1216	3500	2748	6622	43416	240468	336818	497726	513952	420662	459788	419070	431002	291792	1922322	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6134	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	150	314	175	230	43	140	72	57	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	314	175	230	43	140	72	57	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	314	175	230	43	140	72	57	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396000	1023264	697048	1146376	238480	929896	554136	495440	1118392	72512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	19712	0	0	0	0	0	0	0	0	
457000	4	5	9	15	9	17	66	184	156	163	129	87	81	64	58	35	164	24	8	3	0	0	0	1	0	0	32	40	72	120	72	136	528	1496	1288	1344	1080	736	696	576	512	360	1928	432	128	72	0	0	0	72	0	0	32	5	10	25	18	28	142	539	517	617	539	389	361	311	305	192	1033	227	79	38	0	0	0	27	0	0	0	268	1216	3500	2748	6622	43416	241888	339158	500776	513952	420662	459788	419070	431002	291792	1936722	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6134	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	151	314	175	231	43	140	73	58	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	314	175	231	43	140	73	58	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	314	175	231	43	140	73	58	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398640	1023264	697048	1151304	238480	929896	561528	504240	1118392	72512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	19712	0	0	0	0	0	0	0	0	
458000	4	5	9	15	9	17	66	185	156	164	129	88	81	64	58	35	165	24	8	3	0	0	0	1	0	0	32	40	72	120	72	136	528	1504	1288	1352	1080	744	696	576	512	360	1936	432	128	72	0	0	0	72	0	0	32	5	10	25	18	28	142	542	517	621	539	393	361	311	305	192	1037	227	79	38	0	0	0	27	0	0	0	268	1216	3500	2748	6622	43416	243498	339158	503616	513952	425108	459788	419070	431002	291792	1945730	532086	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6134	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	151	314	175	231	43	142	73	58	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	314	175	231	43	142	73	58	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	314	175	231	43	142	73	58	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398640	1023264	697048	1151304	238480	942832	561528	504240	1118392	72512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	19712	0	0	0	0	0	0	0	0	
459000	4	5	9	15	9	17	66	185	156	164	130	88	83	64	58	35	165	25	8	3	0	0	0	1	0	0	32	40	72	120	72	136	528	1504	1288	1352	1088	744	712	576	512	360	1936	448	128	72	0	0	0	72	0	0	32	5	10	25	18	28	142	542	517	621	542	393	370	311	305	192	1037	236	79	38	0	0	0	27	0	0	0	268	1216	3500	2748	6622	43416	243498	339158	503616	517746	425108	471028	419070	431002	291792	1945730	552860	235298	116788	0	0	0	70472	0	0	0	80	176	260	340	440	880	1760	2640	3520	4392	5280	6134	7032	7860	8796	17582	26314	33546	42660	0	0	0	70472	0	0	0	0	0	0	0	0	0	0	152	314	175	231	43	144	74	58	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	314	175	231	43	144	74	58	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	314	175	231	43	144	74	58	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401280	1023264	697048	1151304	238480	956472	568920	504240	1118392	72512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	19712	0	0	0	0	0	0	0	0	
